farm_id,lat,lon,date,temp_max,temp_min,temp,humidity,precip,windspeed,pressure,visibility,cloudcover,conditions,description,uvindex,sunrise,sunset
F001,10.546179,76.41653,2025-06-01,32.4,25.0,28.1,84.9,4.0,25.9,1009.9,3.8,66.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:01:17,18:43:19
F001,10.546179,76.41653,2025-06-02,31.2,24.0,27.5,85.1,6.6,13.0,1009.7,6.0,72.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:01:19,18:43:35
F001,10.546179,76.41653,2025-06-03,32.0,24.3,27.0,86.7,8.0,22.3,1009.6,4.7,66.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:01:22,18:43:51
F001,10.546179,76.41653,2025-06-04,30.0,24.4,26.6,90.3,22.0,13.0,1010.2,5.8,75.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,6.0,06:01:26,18:44:08
F001,10.546179,76.41653,2025-06-05,33.0,25.0,28.2,82.5,0.3,18.5,1009.7,5.9,38.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,9.0,06:01:31,18:44:24
F001,10.546179,76.41653,2025-06-06,33.0,25.0,28.8,80.6,7.0,18.4,1009.9,4.5,50.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,9.0,06:01:36,18:44:41
F001,10.546179,76.41653,2025-06-07,33.0,25.0,28.6,80.0,5.0,24.1,1010.4,5.3,65.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:01:41,18:44:57
F001,10.546179,76.41653,2025-06-08,32.0,24.0,27.6,84.3,3.0,20.5,1009.9,5.8,64.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,8.0,06:01:48,18:45:13
F001,10.546179,76.41653,2025-06-09,32.1,23.3,27.3,84.5,5.0,20.5,1008.8,5.9,78.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,6.0,06:01:55,18:45:30
F001,10.546179,76.41653,2025-06-10,30.8,25.0,27.1,89.4,8.0,18.4,1006.5,4.1,82.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:02:02,18:45:46
F001,10.546179,76.41653,2025-06-11,29.0,24.5,26.0,90.5,50.0,22.3,1006.1,3.4,90.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,5.0,06:02:11,18:46:02
F001,10.546179,76.41653,2025-06-12,30.0,24.0,25.9,90.5,35.0,18.4,1005.4,3.7,90.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,7.0,06:02:19,18:46:17
F001,10.546179,76.41653,2025-06-13,28.0,24.0,25.8,93.9,49.0,18.4,1006.1,3.2,89.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2.0,06:02:29,18:46:33
F001,10.546179,76.41653,2025-06-14,27.9,24.0,25.2,95.0,54.0,18.0,1007.9,2.8,95.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,4.0,06:02:38,18:46:48
F001,10.546179,76.41653,2025-06-15,27.0,21.9,24.5,95.6,127.0,27.7,1008.7,2.7,99.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,3.0,06:02:49,18:47:03
F001,10.546179,76.41653,2025-06-16,29.0,23.0,25.5,91.1,21.0,20.5,1008.4,3.7,91.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,3.0,06:02:59,18:47:18
F001,10.546179,76.41653,2025-06-17,30.4,24.0,25.3,92.2,54.0,20.5,1009.7,3.7,92.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,5.0,06:03:11,18:47:33
F001,10.546179,76.41653,2025-06-18,29.4,24.0,25.8,92.0,16.0,10.8,1009.5,4.2,89.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,6.0,06:03:22,18:47:47
F001,10.546179,76.41653,2025-06-19,28.0,23.4,25.8,93.0,34.0,7.6,1009.5,4.1,93.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,6.0,06:03:34,18:48:01
F001,10.546179,76.41653,2025-06-20,28.1,24.9,26.3,91.4,19.0,18.0,1010.1,3.4,87.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:03:47,18:48:14
F001,10.546179,76.41653,2025-06-21,29.0,24.0,26.2,90.6,3.6,18.4,1010.1,4.0,88.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,8.0,06:04:00,18:48:27
F001,10.546179,76.41653,2025-06-22,28.9,23.0,25.6,92.6,41.4,27.7,1010.1,3.9,89.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,6.0,06:04:13,18:48:40
F001,10.546179,76.41653,2025-06-23,30.7,23.0,26.2,86.7,11.0,13.7,1009.5,3.9,87.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,5.0,06:04:26,18:48:52
F001,10.546179,76.41653,2025-06-24,30.1,25.0,27.2,88.7,3.4,23.6,1008.0,4.1,90.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,6.0,06:04:40,18:49:04
F001,10.546179,76.41653,2025-06-25,30.1,24.0,27.0,91.5,16.0,24.1,1007.5,3.7,89.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,4.0,06:04:54,18:49:15
F001,10.546179,76.41653,2025-06-26,25.4,24.0,24.5,95.5,116.0,14.8,1008.5,2.5,97.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,3.0,06:05:09,18:49:26
F001,10.546179,76.41653,2025-06-27,32.0,23.0,26.0,88.9,27.0,22.3,1009.3,4.4,89.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,4.0,06:05:23,18:49:36
F001,10.546179,76.41653,2025-06-28,27.0,23.0,25.2,93.8,24.0,24.1,1009.7,3.2,92.0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,5.0,06:05:38,18:49:46
F001,10.546179,76.41653,2025-06-29,30.0,22.5,26.5,86.8,9.0,16.6,1009.2,6.8,90.2,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,8.0,06:05:53,18:49:55
F001,10.546179,76.41653,2025-06-30,31.0,24.0,26.3,89.5,0.9,18.4,1008.5,5.0,85.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,7.0,06:06:08,18:50:03
F001,10.546179,76.41653,2025-07-01,30.0,23.0,26.3,87.1,18.1,20.5,1008.9,4.0,84.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,5.0,06:06:23,18:50:11
F001,10.546179,76.41653,2025-07-02,30.0,23.2,25.1,92.1,40.0,14.8,1009.2,4.3,90.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,4.0,06:06:38,18:50:19
F001,10.546179,76.41653,2025-07-03,29.0,23.1,26.0,87.7,3.4,13.0,1009.4,4.2,88.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,4.0,06:06:54,18:50:25
F001,10.546179,76.41653,2025-07-04,30.0,23.0,25.6,87.6,10.6,19.5,1010.7,4.2,82.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,7.0,06:07:09,18:50:31
F001,10.546179,76.41653,2025-07-05,31.0,23.0,25.8,89.2,11.3,17.4,1010.5,3.9,84.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:07:25,18:50:37
F001,10.546179,76.41653,2025-07-06,30.0,24.0,26.0,89.6,0.8,14.8,1009.7,4.0,89.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,7.0,06:07:40,18:50:41
F001,10.546179,76.41653,2025-07-07,30.3,24.0,26.2,88.1,26.2,18.4,1009.6,3.8,85.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:07:55,18:50:45
F001,10.546179,76.41653,2025-07-08,31.0,24.0,26.4,87.2,8.0,13.2,1009.7,3.9,73.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,8.0,06:08:11,18:50:48
F001,10.546179,76.41653,2025-07-09,31.0,24.0,26.4,87.5,13.0,25.9,1009.7,3.7,80.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,7.0,06:08:26,18:50:51
F001,10.546179,76.41653,2025-07-10,30.0,24.0,26.5,87.7,5.0,27.7,1008.6,3.8,86.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:08:41,18:50:53
F001,10.546179,76.41653,2025-07-11,31.0,23.1,26.6,88.9,22.0,24.1,1008.5,4.5,84.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:08:57,18:50:54
F001,10.546179,76.41653,2025-07-12,30.4,24.0,26.5,86.6,80.0,19.4,1009.4,5.1,77.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,7.0,06:09:12,18:50:54
F001,10.546179,76.41653,2025-07-13,29.0,23.0,25.3,91.2,26.0,27.7,1009.8,3.7,85.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,7.0,06:09:26,18:50:53
F001,10.546179,76.41653,2025-07-14,29.1,23.0,25.1,92.0,6.0,24.1,1010.3,3.8,91.3,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,6.0,06:09:41,18:50:52
F001,10.546179,76.41653,2025-07-15,29.0,23.0,25.4,89.8,16.0,16.6,1009.1,3.8,91.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,4.0,06:09:56,18:50:50
F001,10.546179,76.41653,2025-07-16,27.0,23.6,24.6,94.8,29.0,16.3,1008.4,3.8,95.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,1.0,06:10:10,18:50:46
F001,10.546179,76.41653,2025-07-17,28.0,23.0,25.4,91.4,37.0,24.1,1008.4,3.5,92.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,2.0,06:10:24,18:50:43
F001,10.546179,76.41653,2025-07-18,30.0,23.7,26.1,88.3,20.0,25.9,1008.0,3.7,92.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,3.0,06:10:38,18:50:38
F001,10.546179,76.41653,2025-07-19,27.0,23.8,24.5,94.8,67.0,20.5,1007.3,3.1,96.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,1.0,06:10:51,18:50:32
F001,10.546179,76.41653,2025-07-20,27.0,23.0,24.9,92.1,22.0,18.4,1006.7,3.6,90.4,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,2.0,06:11:05,18:50:26
F001,10.546179,76.41653,2025-07-21,27.0,23.9,25.3,92.2,19.4,8.2,1007.6,3.9,89.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,1.0,06:11:18,18:50:19
F001,10.546179,76.41653,2025-07-22,29.4,24.0,25.8,89.5,19.8,16.6,1008.4,3.8,89.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,3.0,06:11:31,18:50:11
F001,10.546179,76.41653,2025-07-23,28.1,24.0,25.3,92.7,15.8,20.5,1008.1,4.0,91.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,2.0,06:11:43,18:50:02
F001,10.546179,76.41653,2025-07-24,27.1,23.0,24.5,93.4,22.0,25.9,1007.4,3.3,93.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,2.0,06:11:55,18:49:52
F001,10.546179,76.41653,2025-07-25,28.0,23.0,25.0,90.3,15.0,37.2,1008.0,3.6,91.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,5.0,06:12:07,18:49:42
F001,10.546179,76.41653,2025-07-26,24.0,22.9,23.4,97.3,88.0,27.5,1009.9,2.9,96.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,3.0,06:12:18,18:49:31
F001,10.546179,76.41653,2025-07-27,29.1,23.0,24.7,91.9,13.0,7.6,1010.1,4.1,81.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,2.0,06:12:29,18:49:18
F001,10.546179,76.41653,2025-07-28,31.0,23.0,26.5,84.8,0.6,27.7,1009.8,9.4,56.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,9.0,06:12:40,18:49:05
F001,10.546179,76.41653,2025-07-29,31.4,23.0,27.4,80.6,1.8,27.3,1010.1,4.7,55.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:12:50,18:48:51
F001,10.546179,76.41653,2025-07-30,31.0,24.2,27.2,83.2,2.6,24.1,1009.6,5.1,83.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:13:00,18:48:37
F001,10.546179,76.41653,2025-07-31,30.0,24.0,26.6,88.8,11.4,19.6,1009.4,5.2,80.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,6.0,06:13:10,18:48:21
F001,10.546179,76.41653,2025-08-01,31.0,25.0,27.2,86.0,6.0,22.3,1008.6,4.2,79.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,6.0,06:13:19,18:48:05
F001,10.546179,76.41653,2025-08-02,26.0,24.0,25.0,91.5,13.0,22.3,1009.0,4.0,88.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,5.0,06:13:28,18:47:48
F001,10.546179,76.41653,2025-08-03,30.0,23.0,25.3,90.0,3.0,17.3,1009.2,4.0,93.4,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,4.0,06:13:36,18:47:30
F001,10.546179,76.41653,2025-08-04,29.6,22.9,26.4,84.7,5.4,22.1,1008.7,4.7,77.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:13:44,18:47:11
F001,10.546179,76.41653,2025-08-05,27.0,24.0,25.2,93.1,106.1,14.8,1009.1,3.5,92.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,4.0,06:13:51,18:46:52
F001,10.546179,76.41653,2025-08-06,30.0,24.0,26.8,82.7,4.8,22.3,1008.6,4.7,75.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,8.0,06:13:59,18:46:31
F001,10.546179,76.41653,2025-08-07,29.0,24.0,26.6,85.2,1.1,16.6,1008.5,5.0,73.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,6.0,06:14:05,18:46:10
F001,10.546179,76.41653,2025-08-08,29.7,23.5,26.7,85.5,0.7,14.8,1008.9,5.2,81.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:14:11,18:45:48
F001,10.546179,76.41653,2025-08-09,28.0,25.0,26.1,91.1,4.0,13.0,1010.4,3.8,86.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,6.0,06:14:17,18:45:26
F001,10.546179,76.41653,2025-08-10,30.0,23.7,26.3,87.8,2.0,13.2,1010.3,4.4,72.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,4.0,06:14:23,18:45:02
F001,10.546179,76.41653,2025-08-11,29.7,24.0,26.0,87.8,17.0,14.8,1010.4,4.0,87.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,5.0,06:14:28,18:44:38
F001,10.546179,76.41653,2025-08-12,29.7,23.1,25.7,88.6,2.0,20.3,1009.8,7.8,86.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,6.0,06:14:32,18:44:14
F001,10.546179,76.41653,2025-08-13,27.0,23.6,24.9,93.1,35.0,13.7,1008.7,4.1,91.0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,3.0,06:14:37,18:43:48
F001,10.546179,76.41653,2025-08-14,30.0,23.9,25.8,88.9,16.0,24.1,1008.6,3.4,88.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,6.0,06:14:40,18:43:22
F001,10.546179,76.41653,2025-08-15,29.2,23.9,25.2,94.0,9.0,21.1,1008.1,3.6,93.8,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,7.0,06:14:44,18:42:55
F001,10.546179,76.41653,2025-08-16,27.0,22.9,24.6,92.9,22.0,24.1,1007.1,4.3,91.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,7.0,06:14:47,18:42:28
F001,10.546179,76.41653,2025-08-17,28.0,24.0,25.0,92.7,13.0,22.3,1007.2,3.6,89.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,6.0,06:14:49,18:42:00
F001,10.546179,76.41653,2025-08-18,29.9,23.0,26.1,89.0,5.6,19.4,1009.4,3.9,87.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,6.0,06:14:52,18:41:31
F001,10.546179,76.41653,2025-08-19,31.0,24.0,26.9,84.6,0.2,22.3,1009.7,4.3,62.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:14:54,18:41:02
F001,10.546179,76.41653,2025-08-20,31.0,23.3,26.7,82.3,4.8,16.6,1010.0,6.4,52.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,8.0,06:14:55,18:40:32
F001,10.546179,76.41653,2025-08-21,31.0,23.0,26.8,82.1,1.2,22.3,1010.5,5.0,43.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,9.0,06:14:56,18:40:01
F001,10.546179,76.41653,2025-08-22,30.0,24.0,27.0,86.4,0.8,14.8,1010.3,6.1,79.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,7.0,06:14:57,18:39:30
F001,10.546179,76.41653,2025-08-23,30.4,24.6,27.1,84.5,0.9,13.2,1010.3,4.2,84.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,7.0,06:14:57,18:38:58
F001,10.546179,76.41653,2025-08-24,32.0,24.0,27.5,79.7,0.6,24.1,1010.8,4.7,44.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,9.0,06:14:57,18:38:26
F001,10.546179,76.41653,2025-08-25,32.0,23.0,27.4,78.4,0.0,20.5,1009.4,4.9,37.5,Partially cloudy,Partly cloudy throughout the day.,9.0,06:14:57,18:37:54
F001,10.546179,76.41653,2025-08-26,30.0,24.0,26.7,83.4,5.6,16.6,1010.2,4.6,62.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,8.0,06:14:57,18:37:21
F001,10.546179,76.41653,2025-08-27,28.0,23.0,25.1,90.1,19.0,11.2,1010.0,4.6,90.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2.0,06:14:56,18:36:47
F001,10.546179,76.41653,2025-08-28,25.0,22.7,24.1,96.3,67.3,14.8,1009.6,2.7,96.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,2.0,06:14:55,18:36:13
F001,10.546179,76.41653,2025-08-29,30.0,22.1,25.9,90.0,15.5,22.3,1009.5,5.3,88.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,8.0,06:14:53,18:35:38
F001,10.546179,76.41653,2025-08-30,29.0,25.0,26.3,90.8,21.5,24.1,1010.6,3.4,89.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,8.0,06:14:52,18:35:04
F001,10.546179,76.41653,2025-08-31,30.0,24.0,26.8,86.5,16.2,20.5,1010.2,4.3,83.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,9.0,06:14:50,18:34:28
F001,10.546179,76.41653,2025-09-01,30.0,24.8,26.6,89.0,9.4,25.9,1008.8,4.3,74.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,9.0,06:14:48,18:33:53
F001,10.546179,76.41653,2025-09-02,30.0,21.5,26.9,84.6,3.2,22.3,1008.6,5.4,53.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:14:45,18:33:17
F001,10.546179,76.41653,2025-09-03,30.0,21.4,26.6,86.4,7.4,25.9,1008.8,4.9,81.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,9.0,06:14:42,18:32:40
F001,10.546179,76.41653,2025-09-04,28.0,21.5,24.6,91.9,14.0,18.4,1009.8,9.3,81.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,9.0,06:14:40,18:32:04
